# index, meta, _pos
1862,iang,"array([-41.51150854,  61.11682289])"
1863,pw,"array([-33.29991849,  80.9416028 ])"
1864,dyeske,"array([-22.3715411 ,  67.98616366])"
1865,bloofar,"array([ 46.47875918, -14.33391283])"
1866,cokane,"array([36.14667757, -7.61126099])"
1867,messi,"array([-33.2172781 ,   8.66506838])"
1868,pbor,"array([-36.22778857,  16.49905602])"
1869,zwnj,"array([-26.51116306,  18.04715142])"
1870,behnam,"array([-22.79862141,   9.21957846])"
1871,neoneye,"array([-47.93005037,  29.95171592])"
1872,brwill,"array([-63.30290994,  31.05109412])"
1873,tcopeland,"array([-49.52272661,  43.62923485])"
1874,stillflame,"array([-54.02413509,  28.31842186])"
1875,gheet,"array([-28.10981739,  15.5996604 ])"
1876,TheBonsai,"array([-31.59458691,   5.53625186])"
1877,shooby,"array([-26.26520369,  19.73533075])"
1878,jamver,"array([-32.18237968,  59.34949506])"
1879,nooks,"array([-34.18874662,  48.7729076 ])"
1880,robk,"array([-35.47590799,  45.70202152])"
1881,cla,"array([-33.38246905,  61.57842608])"
1882,Muad,"array([-284.27826333,  340.51665872])"
1883,jonasg,"array([-386.1827852 ,  -79.98332457])"
1884,srbaker,"array([10.74268853, 16.31706424])"
1885,mskala,"array([-7.53649934, 35.43871574])"
1886,gzp,"array([-49.1050723 ,  57.34663522])"
1887,alessio,"array([12.10096729, 20.91234867])"
1888,purpleidea,"array([-8.33122622, -6.2027635 ])"
1889,maniax,"array([-12.74617292,  13.28361982])"
1890,drogata,"array([-167.61483514, -330.63453353])"
1891,ajkroll,"array([-17.2199673 ,  30.88340185])"
1892,fenrus,"array([-21.88194854,  24.70738204])"
1893,mkp,"array([-18.80961407,  33.34244881])"
1894,mpav,"array([-26.96245711,  31.56471133])"
1895,athos10,"array([-33.27607779,  12.346129  ])"
1896,gremi,"array([-34.98543319,  -0.76499434])"
1897,dmarti,"array([-26.26176435,  42.85737555])"
1898,binaryfoo,"array([-35.11428837,  35.95126653])"
1899,phill,"array([-17.88914817,  61.24281135])"
1900,overclocker,"array([-45.58605128,  65.97168804])"
1901,joshk,"array([-4.79142611, 49.3010252 ])"
1902,brettcar,"array([22.27346781, 62.10183412])"
1903,tbehrends,"array([-134.27576163,    2.3060166 ])"
1904,zentric,"array([-124.35582962,    5.48092735])"
1905,erikm,"array([-24.94753301,  24.9648045 ])"
1906,Russ,"array([-17.9624687 ,  14.39849931])"
1907,hch,"array([-25.96981739,  28.2117856 ])"
1908,synctext,"array([-36.52558273,  50.01404482])"
1909,zwane,"array([-27.50124154,  26.0230388 ])"
1910,oec,"array([-61.81575657,  61.60560313])"
1911,andreas,"array([-39.28565181,  51.46491042])"
1912,prash,"array([-23.64563308,  67.31293046])"
1913,paulr,"array([-53.28015326,  32.36210076])"
1914,idcmp,"array([-14.56331149,  44.21278082])"
1915,hovinen,"array([-1.84702482, 29.67288948])"
1916,Jimbob,"array([-25.81385058,  32.64767687])"
1917,Crimz,"array([-10.06942102,  39.10828042])"
1918,eck,"array([-7.45366173, 48.61739216])"
1919,prozac,"array([-27.76455056,  34.77735537])"
1920,sengan,"array([-16.15982511,  46.74397903])"
1921,no,"array([-19.8464685 ,  47.71406977])"
1922,Coverfire,"array([ 2.53432143, 43.34696696])"
1923,ariel,"array([-22.98467958,  43.50160731])"
1924,kettenis,"array([-8.33934534, 33.77490715])"
1925,Jesus,"array([ 0.87566866, 50.58901842])"
1926,cael,"array([-17.06795378,  36.9562863 ])"
1927,bratislav,"array([-14.22982172,  28.48286688])"
1928,nickm,"array([-20.8622165 ,  45.57070764])"
1929,freetype,"array([-27.6975467 ,  27.62585085])"
1930,cmorgan,"array([-9.86624445, 21.802047  ])"
1931,tvgm,"array([-6.00070719, 41.06313828])"
1932,Ng,"array([ 3.52597997, 30.78225359])"
1933,ataridatacenter,"array([-28.35429786,  36.229157  ])"
1934,neonzebra,"array([-4.49936384, 65.40280313])"
1935,inri,"array([-16.71431599,  54.64927004])"
1936,steph,"array([-8.96460906, 41.63333822])"
1937,jtc,"array([-19.56704762,  33.05814162])"
1938,claire,"array([-23.76093999,   8.59734854])"
1939,jemfinch,"array([-75.02108479,   5.62080965])"
1940,ShawnW,"array([-10.59742293,  81.11298654])"
1941,shana,"array([-3.12245005, 13.28562885])"
1942,alp,"array([-18.02817005,   8.24454899])"
1943,pazu,"array([-0.3794664 ,  4.20286015])"
1944,Dulcinea,"array([251.74606821, 187.78560698])"
1945,djweitzner,"array([-70.36076149,  38.96397017])"
1946,poireau,"array([-49.56405133,   6.10497652])"
1947,fab,"array([-26.2082048 ,  21.20721982])"
1948,nicotavern,"array([159.06667961, 331.59811979])"
1949,ChipIA64,"array([-47.97694906,  -8.92575272])"
1950,freax,"array([-24.27785895,  23.05507564])"
1951,bilboed,"array([-32.33515332,  12.83450794])"
1952,caiqian,"array([-26.74536015,  15.60038976])"
1953,pipeman,"array([-42.33419746,  28.34415071])"
1954,kuzman,"array([-40.45106645,  16.37181935])"
1955,sqlguru,"array([-31.00660786,  34.82449307])"
1956,johnw,"array([-30.82801991,  24.96214181])"
1957,Nafai77,"array([-41.83435682,  34.61034317])"
1958,cdub,"array([-45.462132  ,  30.55418125])"
1959,linus,"array([-18.78126852,  22.68295099])"
1960,gerv,"array([-26.08986108,  49.71878496])"
1961,coredumb,"array([-48.88003846,  44.60851639])"
1962,mattr,"array([-40.69793016,  32.3070956 ])"
1963,Pizza,"array([-34.69475471,  28.26445175])"
1964,skribe,"array([-54.91519089,  40.80592664])"
1965,palm,"array([-51.84821323,  24.85730463])"
1966,ghostgum,"array([-28.22531267,  20.15331139])"
1967,sisob,"array([-36.18475142,  28.19531117])"
1968,dfries,"array([-45.77107694,  33.39681511])"
1969,spikboll,"array([-46.37165109,  25.55122378])"
1970,MisterP,"array([-49.36502765,  29.3654605 ])"
1971,szysz,"array([-56.04393337,  10.01194185])"
1972,plasmaroo,"array([-62.96166941,  21.57517578])"
1973,mitnick,"array([-28.24298107,  26.27996388])"
1974,brondsem,"array([-46.03064738,  14.88094444])"
1975,nobreak,"array([-30.93885993,  77.50625002])"
1976,nikole,"array([-47.16736245,  26.24030866])"
1977,skx,"array([-45.07716838,  21.56778291])"
1978,swm,"array([-76.69103576,   8.11404745])"
1979,cbj,"array([-54.04281427,  24.40178508])"
1980,metaur,"array([-35.72056996,  31.12914158])"
1981,lindsey,"array([-55.68039086,  37.19100117])"
1982,viljo,"array([26.62769226, 47.6575906 ])"
1983,PaulWay,"array([-23.90210599,  64.86174278])"
1984,palnatoke,"array([-19.06032272,  77.97250528])"
1985,janneke,"array([-34.21786977,  28.93240968])"
1986,ianclatworthy,"array([-47.64333698,  27.29958577])"
1987,robertc,"array([-41.07072972,  31.01876693])"
1988,chrismo,"array([-264.55512255, -169.67494198])"
1989,jlb,"array([-41.37545357,   7.35792208])"
1990,r4f,"array([-39.86405261,  24.89055851])"
1991,dneighbors,"array([-33.51496985,  51.52733288])"
1992,dcm,"array([-22.7551717 ,  33.24794322])"
1993,jamest,"array([-42.42845368,  73.827362  ])"
1994,jmeskill,"array([-39.08822551,  71.00290801])"
1995,dick,"array([-20.25725967,  33.17412036])"
1996,snowfox,"array([-30.27582631,  67.28686265])"
1997,keverets,"array([-32.4526594 ,  42.54649638])"
1998,pa,"array([-10.22895132,  43.73821084])"
1999,chrislea,"array([-54.12637913,  52.44094561])"
2000,coram,"array([-45.69008342,  51.94085965])"
2001,pjones,"array([-22.77303534,  35.42074736])"
2002,jordan,"array([-20.00019869,  54.43950166])"
2003,jum,"array([-36.32213585,  49.15280566])"
2004,Mystic,"array([-24.52978602,  68.92408672])"
2005,burnzie33,"array([-40.11953405,  86.70748461])"
2006,rrp,"array([-47.52262181,  83.79481073])"
2007,hunger,"array([-19.26166507,  24.87691152])"
2008,plasticboy,"array([-36.83675893,  85.58103796])"
2009,portnoy,"array([-42.30390704,  86.09199393])"
2010,milchmini,"array([-40.74908511,  85.01041899])"
2011,dryheave,"array([-18.43208314,  72.23686801])"
2012,sangr,"array([-27.29669057,  19.63980912])"
2013,sagi,"array([-19.6096998 ,  21.74527135])"
2014,testing,"array([-46.11420056,  73.63422963])"
2015,jmturner,"array([-8.13226873, 23.77070149])"
2016,Norom,"array([-47.74796923,  81.7614586 ])"
2017,wiggly,"array([-48.22898218,  40.70652086])"
2018,johs,"array([-8.16390014, 42.94852964])"
2019,richlowe,"array([-13.11965769,  30.62435308])"
2020,pcburns,"array([-28.93908896,  36.10478679])"
2021,seniorgoat,"array([-49.21681987,  82.9387345 ])"
2022,pinktulip,"array([-59.6341155 ,  78.57851917])"
2023,krystyn,"array([-63.52490368,  69.15413437])"
2024,mill,"array([-27.42816373,  68.70766508])"
2025,MagicT,"array([-46.1340228 ,  80.91686312])"
2026,LuckyJim,"array([-44.29752228,  86.22496784])"
2027,aarestad,"array([-38.16189647,  82.85840597])"
2028,raaron,"array([-44.72957987,  84.18277262])"
2029,johnca,"array([-40.14487482,  81.72813294])"
2030,linas,"array([-34.09782058,  44.70012785])"
2031,jhasler,"array([-12.86400673,  38.70326373])"
2032,zoke,"array([-55.67280228,  43.86337598])"
2033,Alleluia,"array([-49.53820786,  36.97791768])"
2034,paan,"array([-33.34010353,  85.43773273])"
2035,megastep,"array([-47.48379415,  67.43392819])"
2036,Ikarus,"array([-45.21322773,  89.61744408])"
2037,negishail,"array([-41.53922084,  83.33808773])"
2038,stwman11,"array([-46.23340779,  85.23914342])"
2039,jsebrech,"array([-36.68236599,  83.78901976])"
2040,glada,"array([-44.24678455,  80.95286451])"
2041,madscientist,"array([-38.95103865,  36.31962955])"
2042,Redfist,"array([-42.08118556,  81.69536149])"
2043,dewback,"array([-38.65800803,  85.088898  ])"
2044,domfox,"array([-53.95747052,  62.30820723])"
2045,burnedsyn,"array([-39.70857393,  83.60900018])"
2046,LukeFowler,"array([-45.84170182,  82.63238201])"
2047,jarcha,"array([-35.377277  ,  86.40583429])"
2048,DanielV,"array([-38.1503031 ,  87.05587556])"
2049,slaught,"array([-53.3793087 ,  64.04205892])"
2050,denshi,"array([-56.71085886,  64.52881256])"
2051,cottonmouth,"array([-35.05510315,  84.453314  ])"
2052,BlakeWatters,"array([-42.96283244,  84.44764643])"
2053,paulbain,"array([-43.75635462,  82.68977063])"
2054,jam,"array([-2.64434572, 35.06796631])"
2055,koke,"array([-53.29680622,  -6.33154326])"
2056,mortis,"array([-9.35623693, 48.68045974])"
2057,konst,"array([-5.04601862, 62.37612434])"
2058,tron,"array([-23.45352826,  56.45752265])"
2059,craig,"array([-37.90820147,  53.3459814 ])"
2060,jochen,"array([-20.67546823,  27.5344344 ])"
2061,FarcePest,"array([-27.73114581,  49.62697127])"
2062,diablero,"array([-27.75085841,  66.04186649])"
2063,anarch,"array([-5.06868171, 42.84360874])"
2064,torqumada,"array([12.01219836, 65.38637713])"
2065,smog,"array([13.0490312 , 41.87294621])"
2066,blah,"array([-2.77609527, 32.12389092])"
2067,fork,"array([-5.58093219, 32.72236621])"
2068,chaos,"array([-15.15926377,  27.56141366])"
2069,debater,"array([-2.11971215, 63.33191889])"
2070,loki,"array([-6.30226506, 54.83180684])"
2071,LinuxNinja,"array([-26.15278213,  48.88143139])"
2072,snippy,"array([-2.7855777 , 47.58336679])"
2073,YogSothoth,"array([13.90557811, 62.29609308])"
2074,aegis,"array([-29.38732138,  70.06124712])"
2075,scc,"array([-17.5422981 ,  55.76892574])"
2076,aeppert,"array([-6.75449955, 39.02221922])"
2077,gbritton,"array([-14.97541028,  34.98366459])"
2078,Jag,"array([-7.2745661 , 10.48799638])"
2079,pnasrat,"array([-36.53174094,  10.09206822])"
2080,ianweller,"array([-34.90190121,  10.3174526 ])"
2081,carlusmaximus,"array([-357.79726978, -161.37104636])"
2082,Apeterson,"array([-56.83329003,  36.58941966])"
2083,zanee,"array([-46.91933357,  17.49568175])"
2084,bi,"array([-52.40858186,  23.05118096])"
2085,lorenz,"array([-14.70525107,  54.50074316])"
2086,ribozyme,"array([-26.73363444,  59.59882226])"
2087,carroll,"array([-24.43191352,  -2.42339324])"
2088,dayta,"array([-49.0044722 ,  42.76856011])"
2089,olive,"array([-23.71488577,  20.49682259])"
2090,bruder,"array([-20.5701234 ,  20.40651174])"
2091,lclaudio,"array([-20.75027875,  17.04444416])"
2092,Chestal,"array([-14.23971951,  16.73474476])"
2093,nomis,"array([-15.70618762,  29.42647884])"
2094,love,"array([ 126.96760278, -267.83388897])"
2095,karlward,"array([124.67618746, 297.70644332])"
2096,lsheehan,"array([-50.42299628,  52.68616083])"
2097,dje,"array([-63.80703138,  44.35085073])"
2098,larry,"array([-60.10776556,  54.49283558])"
2099,8088,"array([-46.31449018,  42.6229851 ])"
2100,nether,"array([-16.52039964,  33.17187303])"
2101,esap,"array([-14.91056678,  15.84095043])"
2102,Slow,"array([-14.81652251,  40.58752589])"
2103,cwinans,"array([-51.38713586,  23.65721242])"
2104,Klass,"array([-59.32002022,  48.89093582])"
2105,CaptainNemo,"array([-51.04432427,  40.40694112])"
2106,janschrage,"array([-59.66261886,  46.17849853])"
2107,besfred,"array([-46.30211008,  43.80865465])"
2108,IsaacGolding,"array([-62.82337742,  49.3485982 ])"
2109,mrb,"array([-63.72927148,  48.18959218])"
2110,vogelap,"array([-60.58290951,  50.10615896])"
2111,StEgo,"array([-60.88994983,  45.39937964])"
2112,jotajota,"array([-54.81433652,  39.61954843])"
2113,Dom2,"array([-32.23045252,  63.16367989])"
2114,AgentX,"array([-424.90983286,   -0.78856326])"
2115,harringf,"array([291.47662247, 168.37030663])"
2116,angellom1,"array([   4.42568807, -342.93089752])"
2117,umquam,"array([14.01610974, 26.44461231])"
2118,jssasongko,"array([-39.41669842, 388.62270878])"
2119,mij,"array([-64.09644533,  85.88539389])"
2120,NemMy,"array([-304.31719656,  142.15306818])"
2121,digitalSurgeon,"array([-44.71892353, -10.45700191])"
2122,jhw,"array([-76.58509725,  47.03147184])"
2123,gvwilson,"array([-41.38756057,  68.27011095])"
2124,company,"array([-40.2475869 ,  18.21194856])"
2125,lmjohns3,"array([-40.70685079,  27.4428681 ])"
2126,charon,"array([-43.85817987,  55.96689456])"
2127,michaelemma,"array([-81.88872076,  26.10192215])"
2128,mutek,"array([-47.28403604,   3.89024602])"
2129,tampe,"array([-54.51558933,   9.10050949])"
2130,rodsenra,"array([-35.32777698,   3.31928159])"
2131,dunham,"array([-2.25529996, 36.18258136])"
2132,skimbu,"array([-6.73932907, 24.48758993])"
2133,trs80,"array([-44.80651449,  32.96857658])"
2134,mtearle,"array([-40.18248413,  38.10201157])"
2135,mrd,"array([-34.57424974,  30.0026233 ])"
2136,xf,"array([-39.38146328,  18.24586685])"
2137,mdeegan,"array([-46.18010288,  49.2464998 ])"
2138,m,"array([-54.20035552,  46.56682017])"
2139,lathiat,"array([-60.91177065,  32.87158088])"
2140,daniels,"array([-31.55403598,  28.81723161])"
2141,Alphax,"array([-37.97970266,  19.60225245])"
2142,jeek,"array([-42.59374647,  54.69681426])"
2143,fweiden,"array([-35.67048169,   8.85215355])"
2144,Creslin,"array([-51.70328377,  18.41622177])"
2145,grin,"array([-78.11580239,  29.47401237])"
2146,jnewbigin,"array([-31.80721285,  32.83006436])"
2147,fflewddur,"array([-78.13540798,  34.19544512])"
2148,mathrick,"array([-34.61479314,  23.97977972])"
2149,rjp,"array([-57.1991892 ,  34.67571224])"
2150,samj,"array([-28.61323112,  36.91346745])"
2151,wal,"array([-69.20060864,  29.07486275])"
2152,invoke,"array([-62.00082987,  38.76694244])"
2153,theo,"array([-64.42355456,  43.15034902])"
2154,sralston,"array([-1.75153083, 47.47713991])"
2155,skarg,"array([-322.50583145,  -76.42282806])"
2156,trance9,"array([-35.08100181,  51.3964628 ])"
2157,gjritter,"array([-32.33094248,  83.4707173 ])"
2158,davidc,"array([ -36.02905933, -352.62987736])"
2159,gojomo,"array([-55.79056619,  62.81394409])"
2160,tadej,"array([-35.5276964 ,  -5.95847296])"
2161,ryuch,"array([-30.93118357,  52.89951596])"
2162,darkdonno,"array([-282.82394993, -209.19255884])"
2163,johnm,"array([-33.38701855,  48.17510189])"
2164,amits,"array([-31.9242032 ,  26.37842771])"
2165,eran,"array([-53.49216375,   8.15279166])"
2166,hhhh,"array([  55.36092683, -324.90051322])"
2167,mwest,"array([-55.12799153,  64.14206687])"
2168,pulento,"array([-29.48646268,  -6.49643636])"
2169,al3x,"array([-4.60508031, 12.23217361])"
2170,dwiner,"array([-37.02612355,  47.50301155])"
2171,diskzero,"array([-14.67879226,  42.73862164])"
2172,snorp,"array([-26.55995877,  21.98770076])"
2173,pridkett,"array([-305.67331284,  -99.93453664])"
2174,masaz,"array([ 3.64127953, 10.7343787 ])"
2175,NightsTemper,"array([-282.10248793,  355.84043531])"
2176,cyberleaf,"array([-79.96723309,  35.11835197])"
2177,mattcampbell,"array([-305.41576455, -126.73827528])"
2178,loveoss,"array([137.66795588, 321.5888207 ])"
2179,aradub16,"array([-46.31761448,  35.78080738])"
2180,mmangino,"array([-58.64738568,  16.55502741])"
2181,SyntaxPolice,"array([-45.01639546,  27.62581852])"
2182,aireymouse,"array([-34.58674302,  65.56446373])"
2183,trini,"array([-16.73818174,  29.58587455])"
2184,jclement,"array([-46.26553616,  50.69858781])"
2185,abrink,"array([-67.618724  ,  57.61827006])"
2186,opened,"array([-426.47839364,  134.94189741])"
2187,ericp,"array([-15.84945159,  22.76099664])"
2188,ischmidt,"array([-11.17435316,  30.55088041])"
2189,ovek,"array([-12.27378432,  26.65947043])"
2190,include,"array([296.98147673,  21.26853489])"
2191,speeder,"array([-70.31808223,  64.03652416])"
2192,cortezcarlos,"array([-29.23848748,  19.07254226])"
2193,biznas,"array([-78.5372399 ,  55.41000928])"
2194,tagishandy,"array([-35.05490648,  55.05687202])"
2195,davorg,"array([-29.34748433,  71.55339162])"
2196,Abigail,"array([-47.08864085,  50.01175268])"
2197,gbarr,"array([-34.45020761,  54.3427657 ])"
2198,graham,"array([-18.86475892,  43.43669754])"
2199,lucasgonze,"array([-54.91364148,  34.96651136])"
2200,jesse,"array([-26.0557305 ,  65.81704067])"
2201,DaGovna,"array([-16.82481398,  66.28980004])"
2202,martinhipp,"array([-247.17701065, -292.8851161 ])"
2203,samNMS,"array([374.8950118 ,  79.29144839])"
2204,thiagom,"array([-19.62567626,  19.60644601])"
2205,radtke,"array([-14.83482496,  18.15631376])"
2206,Roxo,"array([-17.56276637,  16.60948424])"
2207,godoy,"array([-17.39156083,  20.67787014])"
2208,maluco,"array([-13.20223368,  16.50829007])"
2209,pp,"array([-12.84656093,  31.79534156])"
2210,wannabe,"array([-46.45225247,  29.38635827])"
2211,mtk,"array([-13.03204393,  39.61961452])"
2212,clameter,"array([-14.58790024,  39.04893482])"
2213,taj,"array([-27.65029842,  29.46817801])"
2214,epx,"array([-19.9749351 ,  15.69157469])"
2215,eckes,"array([-30.22925731,  37.83671034])"
2216,jbj,"array([-18.35956465,  20.85060436])"
2217,notting,"array([-15.62474939,  26.54585626])"
2218,aristeu,"array([-25.2404209 ,  14.52057796])"
2219,mgm,"array([0.19467692, 2.35247511])"
2220,db,"array([-33.07070515,  32.73685367])"
2221,boto,"array([-21.64790037,  18.30093724])"
2222,tahorg,"array([-9.41366022,  4.7877998 ])"
2223,pzb,"array([-19.27185367,  26.59497032])"
2224,dank,"array([-34.45618454,  34.40055887])"
2225,mharris,"array([-25.18866826,  30.30296686])"
2226,kov,"array([-26.75911569,   9.62984085])"
2227,fbl,"array([-16.68007725,  17.07858621])"
2228,felipewd,"array([-1.69143497, 32.71781871])"
2229,gqueri,"array([-29.24777297,  14.91314481])"
2230,laredo,"array([-27.80932621,  22.85207264])"
2231,akpm,"array([-31.44231192,  23.48065948])"
2232,anderson,"array([-26.18580307,  17.25082356])"
2233,musb,"array([-12.4795809 ,   5.53585535])"
2234,linuxata,"array([-25.77185086,  26.7148871 ])"
2235,lezz,"array([-18.67317419,   1.1070501 ])"
2236,biffhero,"array([-3.93913034, 42.78166192])"
2237,puffin,"array([-13.54137672,  45.54772162])"
2238,rvdm,"array([-16.67548472,  28.80818423])"
2239,ahu,"array([-36.05126853,  21.66947066])"
2240,fenix,"array([346.04592923, -10.71523623])"
2241,sonacsocietenatio,"array([-61.90614422,  41.20454028])"
